Episode,Time,Character,Type of Roll,Total Value,Natural Value,Crit?,Damage,# Kills,Notes
76,2:05:42,Percy,Attack,Unknown,Unknown,,,,"Animus Sharpshooter, Misfire"
76,2:05:55,Percy,Damage,6,,,6 Psychic to Percy,,
76,2:06:46,Percy,Deception,19,17,,,,
76,2:09:25,Pike,Constitution Save,8,7,,,,Pike is Poisoned
76,2:10:57,Scanlan,Cutting Words,3,,,,,Mythcarver starts to vibrate
76,2:13:33,Scanlan,Healing,10,,,,,"Healing Word, Pike heals 0 (poisoned)"
76,2:16:08,Scanlan,Constitution Save,21,19,,,,
76,2:17:05,Pike,Death Save,5,5,,,,Pike Fails 2 death saves (poisoned)
76,2:20:24,Vex'ahlia,Intelligence,5,3,,,,
76,2:21:16,Vex'ahlia,Healing,Unknown,Unknown,,,,"Cure Wounds, Pike heals 0 (poisoned)"
76,2:21:48,Trinket,Attack,27,19,,,,Bite?
76,2:22:02,Trinket,Damage,11,,,5 (11/2) to Ghurrix,,
76,2:23:21,Keyleth,Damage,31,,,31 Radiant to Erinyes,1,Sunbeam
76,2:25:39,Grog,Other,26,,,,,Stone's Endurance
76,2:28:30,Vax'ildan,Attack,24,11,,,,Whisper Sneak Attack
76,2:28:42,Vax'ildan,Damage,41,,,41 (39 Slashing + 2 Psychic) to Ghurrix,,
76,2:30:44,Percy,Healing,5,,,,,"Potion of Common Healing, Pike heals 5, is conscious"
76,2:34:01,Vex'ahlia,Constitution Save,8,8,,,,"Vex'ahlia is poisoned, fails a death save"
76,2:35:41,Scanlan,Cutting Words,2,,,,,
76,2:37:19,Scanlan,Healing,9,,,,,"Healing Word (2nd), Scanlan heals 9 points"
76,2:38:35,Scanlan,Attack,Unknown,Unknown,,,,Disregarded due to advantage
76,2:38:35,Scanlan,Attack,24,15,,,,Mythcarver with advantage
76,2:38:41,Scanlan,Attack,Unknown,Unknown,,,,Disregarded due to advantage
76,2:38:41,Scanlan,Attack,Unknown,Unknown,,,,Mythcarver with advantage
76,2:38:45,Scanlan,Attack,Unknown,Unknown,,,,Disregarded due to advantage
76,2:38:45,Scanlan,Attack,Unknown,Unknown,,,,Mythcarver with advantage
76,2:38:53,Scanlan,Attack,Unknown,Unknown,,,,Disregarded due to advantage
76,2:38:53,Scanlan,Attack,19,10,,,,Mythcarver with advantage
76,2:39:20,Scanlan,Damage,16,,,16 to Ghurrix,,
76,2:39:27,Scanlan,Damage,13,,,13 to Ghurrix,1,HDYWTDT
76,2:41:50,Scanlan,Deception,34,18,,,,
76,2:42:42,Vex'ahlia,Death Save,12,12,,,,"Vex suceeds a death save, fails a death save (poisoned)"
76,2:45:31,Grog,Deception,13,13,,,,
76,2:47:34,Pike,Healing,35,,,,,"Cure Wounds (5th), Vex'ahlia heals 35 points"
76,3:07:22,Scanlan,Healing,12,,,,,Song of Rest
76,3:07:53,Grog,Healing,Unknown,Unknown,,,,Hit Dice
76,3:08:00,Vax'ildan,Healing,Unknown,Unknown,,,,Hit Dice
76,3:08:04,Scanlan,Healing,Unknown,Unknown,,,,Hit Dice
76,3:08:11,Keyleth,Healing,Unknown,Unknown,,,,Hit Dice
76,3:08:13,Vex'ahlia,Healing,64,,,,,Hit Dice
76,3:10:48,Pike,Healing,Unknown,Unknown,,,,Hit Dice
76,3:36:16,Vex'ahlia,Insight,Nat1,1,,,,
76,3:36:33,Pike,Insight,18,13,,,,
76,3:36:48,Grog,Insight,4,4,,,,
76,3:37:01,Scanlan,Insight,4,4,,,,
77,0:15:32,Vex'ahlia,Perception,27,14,,,,
77,0:17:32,Percy,Attack,30,16,,,,Bad News
77,0:21:24,Percy,Attack,30,16,,,,Bad News Wing Shot
77,0:22:01,Vex'ahlia,Attack,32,17,,,,Fenthras
77,0:22:25,Percy,Damage,26,,,26 Piercing to Wyvern,,
77,0:22:39,Vex'ahlia,Damage,24,,,24 (17 Piercing + 4 Lightning + 3 HM) to Wyvern,,
77,0:23:25,Vex'ahlia,Attack,21,6,,,,Fenthras
77,0:23:41,Vex'ahlia,Damage,18,,,18 to Wyvern,0.5,
77,0:23:49,Percy,Attack,32,19,,,,Bad News Wing Shot
77,0:24:32,Percy,Damage,Unknown,Unknown,,Unknown damage to Wyvern,0.5,
77,0:25:50,Percy,Constitution Save,Unknown,Unknown,,,,Disregarded due to Indomitable
77,0:25:50,Percy,Constitution Save,12,5,,,,With Indomitable
77,0:27:44,Vax'ildan,Attack,26,13,,,,Whisper
77,0:27:49,Vax'ildan,Attack,19,8,,,,
77,0:27:50,Scanlan,Damage,33,,,66 (33 to Wyvern + 33 to Rider),1,Wand of Fireballs (1 charge)
77,0:28:00,Vax'ildan,Damage,14,,,14 to Wyvern,,
77,0:28:01,Vax'ildan,Damage,8,,,8 to Wyvern,,
77,0:30:05,Vex'ahlia,Attack,25,10,,,,Fenthras
77,0:30:16,Vex'ahlia,Damage,23,,,23 to Wyvern,,
77,0:30:33,Vex'ahlia,Attack,22,7,,,,Fenthras
77,0:31:00,Vex'ahlia,Damage,13,,,13 to Wyvern,,
77,0:31:39,Percy,Attack,31,17,,,,Animus
77,0:31:43,Percy,Attack,26,12,,,,Animus
77,0:31:48,Percy,Attack,33,19,,,,Animus
77,0:32:27,Percy,Damage,51,,,51 (41 Piercing + 10 Psychic) to Wyvern,,
77,0:34:08,Grog,Attack,Unknown,Unknown,,,,Disregarded due to advantage
77,0:34:08,Grog,Attack,25,11,,,,Bloodaxe Reckless Attack
77,0:34:18,Grog,Damage,24,,,24 (22 Slashing + 2 Necrotic) to Wyvern,1,
77,0:36:41,Keyleth,Perception,26,15,,,,
77,0:36:42,Percy,Perception,Unknown,Unknown,,,,
77,0:36:45,Scanlan,Perception,Unknown,Unknown,,,,Disregarded due to disadvantage
77,0:36:45,Scanlan,Perception,14,14,,,,With disadvantage
77,0:39:32,Vex'ahlia,Attack,Unknown,Unknown,,,,Disregarded due to advantage
77,0:39:32,Vex'ahlia,Attack,33,18,,,,Fenthras with advantage
77,0:39:37,Vex'ahlia,Stealth,19,9,,,,
77,0:39:58,Percy,Attack,28,14,,,,Animus
77,0:40:04,Percy,Attack,Unknown,Unknown,,,,"Animus, Misfire"
77,0:40:12,Percy,Damage,5,,,5 Psychic to Percy,,
77,0:40:12,Vex'ahlia,Damage,31,,,31 to Wyvern,,
77,0:40:16,Vex'ahlia,Attack,Unknown,Unknown,,,,Disregarded due to advantage
77,0:40:16,Vex'ahlia,Attack,35,22,,,,Fenthras with advantage
77,0:40:27,Percy,Damage,25,,,25 (15 Piercing + 4 Psychic + 6 Necrotic) to Wyvern,,
77,0:40:32,Vex'ahlia,Damage,25,,,25 to Wyvern,1,
77,0:42:58,Keyleth,Damage,30,,,180 (30 x 6 Lizardfolk) Fire,6,Fireball
77,0:47:51,Vex'ahlia,Initiative,25,18,,,,
77,0:47:52,Vax'ildan,Initiative,22,17,,,,
77,0:48:00,Keyleth,Initiative,15,13,,,,
77,0:48:10,Pike,Initiative,9,7,,,,
77,0:48:19,Percy,Initiative,13,5,,,,
77,0:48:20,Scanlan,Initiative,11,9,,,,
77,0:48:28,Grog,Initiative,Unknown,Unknown,,,,Disregarded due to advantage
77,0:48:28,Grog,Initiative,8,6,,,,With advantage
77,0:49:01,Vex'ahlia,Attack,20,5,,,,Fenthras
77,0:49:21,Vex'ahlia,Damage,44,,,44 (28 + 16 Bramble) to Xanthas,,
77,0:51:07,Vex'ahlia,Perception,21,8,,,,
77,0:57:33,Keyleth,Damage,31,,,186 (31 x 6 Lizardfolk) Fire,6,Fireball
77,0:58:49,Percy,Tinkering,18,7,,,,Animus is fixed
77,1:00:37,Scanlan,Damage,37,,,37 Lightning to Wyvern,,Lightning Bolt
77,1:03:02,Scanlan,Cutting Words,8,,,,,
77,1:05:13,Pike,Healing,26,,,,,"Cure Wounds (3rd), Keyleth heals 26 points"
77,1:06:00,Grog,Attack,Unknown,Unknown,,,,Disregarded due to advantage
77,1:06:00,Grog,Attack,23,14,,,,Bloodaxe Reckless GWM
77,1:06:11,Grog,Damage,35,,,35 Slashing/Necrotic to Wyvern,,
77,1:06:46,Grog,Attack,Unknown,Unknown,,,,Disregarded due to advantage
77,1:06:46,Grog,Attack,28,19,,,1,Bloodaxe Reckless GWM
77,1:08:08,Vax'ildan,Attack,26,13,,,,Whisper toss to Vex'ahlia
77,1:08:29,Vex'ahlia,Dexterity,21,16,,4 Piercing to Vex'ahlia,,
77,1:12:53,Vex'ahlia,Dexterity Save,16,4,,16 Bludgeoning to Vex'ahlia,,
77,1:12:53,Vax'ildan,Dexterity Save,18,8,,,,
77,1:13:05,Vax'ildan,Inspiration,11,,,,,
77,1:17:28,Vex'ahlia,Attack,21,6,,,,Fenthras
77,1:18:26,Vex'ahlia,Damage,22,,,22 (18 Piercing + 4 Lightning) to Fire Giant,,
77,1:18:36,Vex'ahlia,Attack,Unknown,Unknown,,,,Fenthras
77,1:18:52,Vex'ahlia,Damage,21,,,21 (17 Piercing + 4 Lightning) to Fire Giant,,
77,1:20:21,Vax'ildan,Attack,22,8,,,,Whisper
77,1:20:33,Vax'ildan,Damage,21,,,21 (12 + 8 Psychic + 1 HM) to Fire Giant,,
77,1:24:05,Keyleth,Damage,21,,,42 (21 to Roc + 21 to Fire Giant),,Tidal Wave
77,1:27:23,Percy,Attack,Unknown,Unknown,,,,"Animus, Misfire"
77,1:27:35,Percy,Damage,10,,,10 Psychic to Percy,,
77,1:27:57,Percy,Attack,Unknown,Unknown,,,,"Bad News, Misfire"
77,1:30:03,Scanlan,Attack,21,10,,,,Bigby's Hand (7th)
77,1:31:27,Scanlan,Damage,40,,,40 Force to Fire Giant,,
77,1:31:38,Vax'ildan,Constitution Save,Nat1,1,,,,Disregarded due to Luck
77,1:31:38,Vax'ildan,Constitution Save,16,16,,,,With Luck
77,1:32:35,Scanlan,Healing,8,,,,,"Healing Word (2nd), Vex'ahlia heals 8 points"
77,1:33:26,Vex'ahlia,Wisdom Save,7,2,,,,"Against Dominate Person, Vex'ahlia is dominated"
77,1:36:35,Pike,Healing,23,,,,,"Healing Word (4th), Percy heals 23 points"
77,1:40:07,Grog,Attack,Unknown,Unknown,,,,Disregarded due to advantage
77,1:40:07,Grog,Attack,22,13,,,,Bloodaxe GWM with advantage
77,1:40:15,Grog,Attack,Unknown,Unknown,,,,Disregarded due to advantage
77,1:40:15,Grog,Attack,23,14,,,,Bloodaxe GWM with advantage
77,1:40:23,Grog,Attack,Unknown,Unknown,,,,Disregarded due to advantage
77,1:40:23,Grog,Attack,21,12,,,,Bloodaxe GWM with advantage
77,1:40:35,Grog,Damage,31,,,31 Slashing/Necrotic to Ember Roc,,
77,1:40:45,Grog,Damage,33,,,33 Slashing/Necrotic to Ember Roc,,
77,1:40:54,Grog,Damage,30,,,30 Slashing/Necrotic to Ember Roc,,
77,1:42:03,Grog,Dexterity Save,Unknown,Unknown,,,,Disregarded due to advantage
77,1:42:03,Grog,Dexterity Save,Nat20,20,,,,With advantage
77,1:42:52,Grog,Attack,Unknown,Unknown,,,,Disregarded due to advantage
77,1:42:52,Grog,Attack,21,12,,,,Bloodaxe Reckless Attack of Opportunity
77,1:43:14,Grog,Damage,23,,,23 (22 Slashing + 1 Necrotic) to Ember Roc,,
77,1:45:26,Vex'ahlia,Attack,Nat1,1,,,,Fenthras
77,1:45:29,Vex'ahlia,Attack,20,5,,,,Fenthras
77,1:45:53,Vex'ahlia,Damage,15,,,9 [5 (11/2) Piercing + 4 Lightning] to Grog,,
77,1:48:05,Vax'ildan,Attack,Unknown,Unknown,,,,Disregarded due to advantage
77,1:48:05,Vax'ildan,Attack,26,13,,,,Whisper Sneak Attack with advantage
77,1:48:53,Vax'ildan,Damage,42,,,42 to Fire Giant,,
77,1:50:24,Keyleth,Damage,10,,,20 (10 to Wyvern + 10 to Rider) Lightning,,Call Lightning
77,1:56:03,Percy,Strength,3,2,,,,
77,1:57:50,Percy,Healing,16,,,,,"Second Wind, Percy heals 16 points"
77,1:58:09,Percy,Tinkering,19,8,,,,Animus is fixed
77,1:59:58,Scanlan,Damage,24,,,24 Lightning to Fire Giant,,Lightning Bolt
77,2:00:36,Scanlan,Attack,Nat1,1,,,,Bigby's Hand
77,2:03:16,Grog,Dexterity Save,Unknown,Unknown,,,,Disregarded due to advantage
77,2:03:16,Grog,Dexterity Save,Nat20,20,,11 (33/2) Fire to Grog,,With advantage
77,2:03:26,Scanlan,Dexterity Save,11,11,,33 Fire to Scanlan,,
77,2:03:28,Keyleth,Dexterity Save,7,2,,33 Fire to Keyleth,,
77,2:05:10,Pike,Attack,28,18,,,,Spiritual Weapon
77,2:05:24,Pike,Damage,8,,,8 to Fire Giant,,
77,2:05:43,Pike,Strength,12,8,,,,
77,2:07:02,Pike,Damage,27,,,27 Bludgeoning to Ember Roc,,Trebuchet
77,2:08:15,Pike,Attack,16,6,,,,Spiritual Weapon
77,2:10:08,Grog,Attack,Unknown,Unknown,,,,Disregarded due to advantage
77,2:10:08,Grog,Attack,25,16,,,,Bloodaxe Reckless GWM
77,2:10:13,Grog,Attack,Unknown,Unknown,,,,Disregarded due to advantage
77,2:10:13,Grog,Attack,21,12,,,,Bloodaxe Reckless GWM
77,2:10:23,Grog,Damage,34,,,34 (28 Slashing + 6 Necrotic) to Fire Giant,,
77,2:10:38,Grog,Damage,41,,,41 Slashing/Necrotic to Fire Giant,,
77,2:10:57,Grog,Attack,Unknown,Unknown,,,,Disregarded due to advantage
77,2:10:57,Grog,Attack,21,12,,,,Bloodaxe Recklesss GWM
77,2:11:08,Grog,Damage,26,,,26 (21 Slashing + 5 Necrotic) to Fire Giant,,
77,2:16:08,Scanlan,Cutting Words,7,,,,,
77,2:16:39,Scanlan,Constitution Save,Unknown,Unknown,,,,Disregarded due to advantage
77,2:16:39,Scanlan,Constitution Save,18,16,,,,With advantage
77,2:17:08,Scanlan,Constitution Save,Unknown,Unknown,,,,Disregarded due to advantage
77,2:17:08,Scanlan,Constitution Save,19,17,,,,With advantage
77,2:17:11,Scanlan,Constitution Save,Nat20,20,,,,Disregarded due to advantage
77,2:17:11,Scanlan,Constitution Save,Nat20,20,,,,With advantage
77,2:17:41,Scanlan,Constitution Save,5,3,,,,Disregarded due to advantage
77,2:17:41,Scanlan,Constitution Save,Nat20,20,,,,With advantage
77,2:18:30,Vex'ahlia,Attack,26,11,,,,Fenthras
77,2:18:32,Vex'ahlia,Attack,28,13,,,,Fenthras
77,2:18:57,Vex'ahlia,Damage,21,,,12 [8 (17/2) Piercing + 4 Lightning] to Grog,,
77,2:19:26,Vex'ahlia,Damage,23,,,13 [10 (20/2) Piercing + 3 Lightning] to Grog,,
77,2:20:12,Vax'ildan,Attack,29,16,,,,Flametongue Dagger
77,2:20:18,Vax'ildan,Damage,7,,,7 to Vex'ahlia,,
77,2:20:38,Vax'ildan,Attack,Nat20,20,Y,,,Whisper Sneak Attack
77,2:21:38,Vax'ildan,Damage,64,,,64 to Fire Giant,1,HDYWTDT
77,2:23:24,Vex'ahlia,Wisdom Save,Unknown,Unknown,,,,Disregarded due to advantage
77,2:23:24,Vex'ahlia,Wisdom Save,15,10,,,,With advantage
77,2:24:27,Keyleth,Attack,18,10,,,,Slam attack as air elemental
77,2:24:32,Keyleth,Attack,14,6,,,,Slam attack as air elemental
77,2:24:50,Keyleth,Damage,18,,,18 to Wyvern,,
77,2:24:59,Keyleth,Damage,12,,,12 to Wyvern,,
77,2:25:15,Keyleth,Healing,7,,,,,7 healing to Keyleth
77,2:26:41,Percy,Attack,19,5,,,,Animus Piercing Shot
77,2:25:50,Percy,Attack,25,11,,,,Animus Piercing Shot
77,2:27:52,Percy,Damage,18,,,36 (15 Piercing +3 Psychic) to Rider and Wyvern,1,
77,2:28:42,Percy,Attack,Unknown,Unknown,,,,Animus sharpshooter misfire
77,2:28:58,Percy,Damage,10,,,10 Psychic to Percy,,
77,2:30:17,Scanlan,Attack,15,4,,,,Bigby's Hand
77,2:30:36,Scanlan,Damage,42,,,42 to Wyvern,1,
77,2:32:33,Scanlan,Damage,23,,,"23 to Wyvern, 11 to Rder",1,Lightning Bolt
77,2:34:54,Pike,Dexterity Save,15,15,,50 Lightning to Pike,,
77,2:34:57,Vax'ildan,Dexterity Save,14,4,,25 Lightning to Vax,,
77,2:34:58,Grog,Dexterity Save,Unknown,Unknown,,,,Disregarded due to disadvantage
77,2:34:58,Grog,Dexterity Save,17,15,,50 Lightning to Grog,,
77,2:37:22,Pike,Spell Attack,Unknown,Unknown,,,,Disregarded due to disadvantage
77,2:37:22,Pike,Spell Attack,14,4,,,,Guiding Bolt (5th) with disadvantage
77,2:39:23,Pike,Damage,22,,,22 Radiant to Ember Roc,,
77,2:40:00,Pike,Attack,Unknown,Unknown,,,,Disregarded due to advantage
77,2:40:00,Pike,Attack,Unknown,Unknown,,,,Spiritual Weapon with advantage
77,2:40:15,Pike,Damage,11,,,11 to Ember Roc,,
77,2:41:08,Grog,Attack,Unknown,Unknown,,,,Disregarded due to advantage
77,2:41:08,Grog,Attack,26,17,,,,Bloodaxe Reckless GWM
77,2:41:26,Grog,Attack,Unknown,Unknown,,,,Disregarded due to advantage
77,2:41:26,Grog,Attack,17,8,,,,Bloodaxe Reckless GWM
77,2:41:33,Grog,Attack,Unknown,Unknown,,,,Disregarded due to advantage
77,2:41:33,Grog,Attack,14,5,,,,"Wielding Pike w/ Mace of Disruption, use Bloodaxe Reckless Attack GWM bonuses"
77,2:41:48,Grog,Damage,31,,,31 to Roc,,
77,2:41:58,Grog,Damage,34,,,34 to Roc,,
77,2:42:06,Grog,Damage,31,,,31 to Roc,1,Roc dies (HDYWTDT)
77,2:47:11,Vex'ahlia,Attack,Unknown,Unknown,,,,Disregarded due to disadvantage
77,2:47:11,Vex'ahlia,Attack,18,3,,,,Fenthras Sneak Attack with disadvantage
77,2:47:12,Vex'ahlia,Attack,Unknown,Unknown,,,,Disregarded due to disadvantage
77,2:47:12,Vex'ahlia,Attack,20,5,,,,Fenthras with disadvantage
77,2:47:36,Vex'ahlia,Damage,28,,,28 to Xanthas,,
77,2:47:52,Vex'ahlia,Damage,17,,,17 to Xanthas,1,
77,3:03:14,Pike,Healing,30,,,Grog heals 30 points,,Cure Wounds
77,3:04:06,Vex'ahlia,Arcana,11,9,,,,
77,3:05:37,Percy,Tinkering,17,6,,,,Animus is repaired
77,3:05:45,Percy,Tinkering,Unknown,Unknown,,,,Bad News is broken
77,3:06:15,Keyleth,Nature,Unknown,Unknown,,,,Disregarded due to advantage
77,3:06:15,Keyleth,Nature,25,14,,,,With advantage
77,3:22:12,Pike,Persuasion,22,15,,,,
77,3:24:04,Vex'ahlia,Insight,24,16,,,,
77,3:26:38,Vex'ahlia,Insight,18,10,,,,
77,3:27:40,Grog,Insight,Nat1,1,,,,
77,3:27:42,Vax'ildan,Insight,4,2,,,,
77,3:27:49,Percy,Insight,4,1,,,,
77,3:27:55,Vex'ahlia,Insight,25,17,,,,
77,4:00:55,Keyleth,Insight,23,12,,,,
78,0:32:31,Keyleth,Perception,Nat1,1,,,,Disregarded due to disadvantage
78,0:32:31,Keyleth,Perception,Nat1,1,,,,With disadvantage
78,0:48:22,Scanlan,Investigation,28,18,,,,
78,0:55:54,Percy,Tinkering,28,12,,,,Bad News is Fixed
78,1:25:13,Pike,Other,8,,,,,Heroes' Feast HP
78,1:25:13,Pike,Other,9,,,,,Heroes' Feast HP
78,1:39:40,Vex'ahlia,Insight,20,12,,,,
78,1:39:47,Zahra,Unknown,Unknown,Unknown,,,,Against Vex's Insight
78,1:46:22,Keyleth,Perception,14,3,,,,
78,1:46:24,Vax'ildan,Perception,22,10,,,,Possible RT use
78,2:24:08,Vax'ildan,Attack,28,17,,,,Dragonslayer Longsword
78,2:25:48,Vax'ildan,Attack,Unknown,Unknown,,,,Disregarded due to Luck
78,2:25:48,Vax'ildan,Attack,18,7,,,,Dragonslayer Longsword with Luck
78,2:26:25,Vax'ildan,Attack,Nat20,20,Y,,,Whisper
78,2:27:24,Kashaw,Attack,28,18,,,,Spear
78,2:54:40,Keyleth,Stealth,Nat20,20,,,,With Pass Without a Trace
78,2:54:42,Scanlan,Stealth,Nat20,20,,,,With Pass Without a Trace
78,2:54:46,Percy,Stealth,35,19,,,,With Pass Without a Trace
78,2:54:50,Zahra,Stealth,20,10,,,,With Pass Without a Trace
78,2:54:53,Kashaw,Stealth,16,4,,,,With Pass Without a Trace
78,2:55:08,Vax'ildan,Stealth,35,10,,,,"With Pass Without a Trace, Possible RT use"
78,2:55:12,Vex'ahlia,Stealth,30,10,,,,With Pass Without a Trace
78,2:56:04,Vax'ildan,Perception,27,15,,,,
78,2:56:23,Vax'ildan,Investigation,18,10,,,,Possible RT use
78,3:00:03,Vax'ildan,Investigation,24,16,,,,Using Divine Sense
78,3:07:48,Vax'ildan,Perception,27,15,,,,
78,3:15:58,Vax'ildan,Investigation,Nat20,20,,,,
78,3:19:01,Vax'ildan,Perception,22,10,,,,Possible RT use
78,3:19:56,Vex'ahlia,Perception,28,15,,,,
78,3:22:58,Vex'ahlia,Persuasion,Nat20,20,,,,Disregarded due to disadvantage
78,3:22:58,Vex'ahlia,Persuasion,Nat1,1,,,,With disadvantage
78,3:23:02,Vax'ildan,Persuasion,Unknown,Unknown,,,,Disregarded due to disadvantage
78,3:23:02,Vax'ildan,Persuasion,Nat1,1,,,,With disadvantage
78,3:25:17,Keyleth,Perception,21,10,,,,
78,3:25:50,Vax'ildan,Investigation,28,15,,,,
78,3:27:07,Scanlan,Persuasion,Unknown,Unknown,,,,Disregarded due to disadvantage
78,3:27:07,Scanlan,Persuasion,28,12,,,,With disadvantage
78,3:30:11,Scanlan,Deception,20,4,,,,
78,3:39:33,Vax'ildan,Acrobatics,33,18,,,,
78,3:39:55,Vex'ahlia,Acrobatics,34,19,,,,
78,3:40:14,Vax'ildan,Perception,29,17,,,,
78,3:40:23,Vex'ahlia,Perception,23,10,,,,
78,3:47:30,Scanlan,Stealth,27,15,,,,"Pass Without a Trace (called it when he thought he had it, never corrected it)"
78,3:47:50,Percy,Stealth,11,5,,,,
78,3:47:59,Vax'ildan,Stealth,Unknown,Unknown,,,,Disregarded due to advantage
78,3:47:59,Vax'ildan,Stealth,31,16,,,,With advantage
78,3:48:01,Vex'ahlia,Stealth,Unknown,Unknown,,,,Disregarded due to advantage
78,3:48:01,Vex'ahlia,Stealth,21,11,,,,With advantage
78,3:50:30,Zahra,Damage,10,,,20 (10 to Fire Giant 1 + 10 to FG2),,Evard's Black Tentacles
78,3:53:31,Grog,Attack,Unknown,Unknown,,,,Titanstone Knuckles
78,3:53:58,Grog,Damage,26,,,26 Bludgeoning to Door,,
78,3:54:13,Grog,Damage,32,,,32 Slashing to Door,,Bloodaxe
78,3:55:12,Grog,Dexterity Save,Nat20,20,,,,
78,3:55:16,Vex'ahlia,Dexterity Save,28,16,,,,
78,3:55:19,Vax'ildan,Dexterity Save,20,10,,,,
78,3:56:46,Kashaw,Damage,13,,,26 (13 to FG1 + 13 to FG2),,Flame Strike
78,3:58:08,Zahra,Attack,15,5,,,,Eldritch Blast
78,3:58:08,Zahra,Attack,20,10,,,,Eldritch Blast
78,3:58:08,Zahra,Attack,Nat20,20,Y,,,Eldritch Blast
78,3:59:29,Zahra,Damage,8,,,8 to FG1,,
78,3:59:44,Zahra,Damage,11,,,22 (11x2) to FG2,,
78,4:00:13,Vex'ahlia,Attack,Unknown,Unknown,,,,Fenthras Sneak Attack
78,4:00:16,Vex'ahlia,Attack,21,6,,,,Fenthras
78,4:00:36,Vax'ildan,Attack,Unknown,Unknown,,,,Whisper Sneak Attack
78,4:00:36,Vax'ildan,Attack,Unknown,Unknown,,,,Dagger
78,4:00:42,Vex'ahlia,Damage,15,,,15 Piercing/Lightning to Fire Giant,,
78,4:00:54,Vex'ahlia,Damage,22,,,22 Piercing/Lightning to Fire Giant,,
78,4:00:58,Vax'ildan,Damage,44,,,44 Piercing/Necrotic to Fire Giant,,
78,4:01:00,Vax'ildan,Damage,8,,,8 Piercing to Fire Giant,,
78,4:01:25,Kashaw,Perception,14,10,,,,
78,4:01:26,Zahra,Perception,12,10,,,,
79,0:17:26,Grog,Initiative,14,12,,,,
79,0:17:38,Vex'ahlia,Initiative,13,6,,,,
79,0:17:45,Vax'ildan,Initiative,12,7,,,,
79,0:17:45,Pike,Initiative,11,9,,,,
79,0:17:54,Keyleth,Initiative,17,15,,,,
79,0:17:58,Percy,Initiative,25,17,,,,
79,0:18:05,Scanlan,Initiative,8,6,,,,
79,0:21:04,Percy,Attack,Unknown,Unknown,,,,Disregarded due to advantage
79,0:21:04,Percy,Attack,24,16,,,,BN SS with Deadeye
79,0:21:33,Percy,Damage,42,,,42 (37 Piercing + 5 Necrotic) to Thordak,,
79,0:21:58,Percy,Attack,18,10,,,,BN SS
79,0:28:02,Keyleth,Damage,35,,,17 Bludgeoning to Thordak,,
79,0:34:34,Percy,Dexterity Save,Nat1,1,,,,Disregarded due to Indomitable
79,0:34:34,Percy,Dexterity Save,18,12,,47 Fire to Percy,,With Indomitable
79,0:35:33,Scanlan,Cutting Words,5,,,,,
79,0:36:02,Vex'ahlia,Dexterity Save,28,18,,23 Fire to Vex'ahlia,,
79,0:36:03,Grog,Dexterity Save,17,15,,23 Fire to Grog,,
79,0:36:07,Vax'ildan,Dexterity Save,24,14,,,,
79,0:36:25,Scanlan,Dexterity Save,21,19,,47 Fire to Scanlan,,
79,0:36:29,Trinket,Dexterity Save,Unknown,Unknown,,94 Fire to Trinket,,"Trinket is unconscious, returns to necklace"
79,0:36:29,Pike,Dexterity Save,Unknown,Unknown,,47 Fire to Pike,,
79,0:39:13,Grog,Attack,Nat1,1,,,,Disregarded due to advantage
79,0:39:13,Grog,Attack,19,10,,,,Bloodaxe Reckless GWM
79,0:39:27,Grog,Attack,Unknown,Unknown,,,,Disregarded due to advantage
79,0:39:27,Grog,Attack,25,16,,,,Bloodaxe Reckless GWM
79,0:39:45,Grog,Attack,Unknown,Unknown,,,,Disregarded due to advantage
79,0:39:45,Grog,Attack,21,12,,,,Bloodaxe Reckless GWM
79,0:40:15,Grog,Damage,36,,,36 (34 Slashing + 2 Necrotic) to Thordak,,
79,0:42:33,Vex'ahlia,Attack,30,15,,,,Fenthras Bramble Shot
79,0:42:37,Percy,Constitution Save,10,3,,,,Hex Fades
79,0:43:37,Vex'ahlia,Damage,48,,,"48 (15 Piercing + 2 Lightning + 12 (HM + SA) + 
17 Bramble + 2 Dragon) to Thordak",,
79,0:44:46,Vex'ahlia,Attack,27,12,,,,Fenthras Poison Arrow
79,0:45:50,Vex'ahlia,Damage,24,,,24 (16 Piercing + 4 Lightning + 2 HM + 2 Dragon) to Thordak,,
79,0:55:01,Scanlan,Spell Attack,18,7,,,,Bigby's Clenched Fist
79,0:58:23,Percy,Attack,Unknown,Unknown,,,,Disregarded due to advantage
79,0:58:23,Percy,Attack,Nat20,20,,,,BN SS with Deadeye
79,0:59:01,Percy,Damage,24,,,24 Piercing to Thordak,,
79,0:59:27,Percy,Attack,26,Unknown,,,,BN SS with inspiration
79,0:59:43,Percy,Damage,30,,,30 Piercing to Thordak,,
79,1:03:57,Keyleth,Spell Attack,28,16,,,,Contagion (Slimy Doom)
79,1:06:56,Keyleth,Dexterity Save,12,9,,16 (13 Bludgeoning + 3 (6/2) Fire) to Keyleth,,
79,1:06:56,Grog,Dexterity Save,Unknown,Unknown,,,,Disregarded due to advantage
79,1:06:56,Grog,Dexterity Save,Nat20,20,,,,With advantage
79,1:08:02,Grog,Attack,Unknown,Unknown,,,,Disregarded due to advantage
79,1:08:02,Grog,Attack,Nat20,20,,,,Bloodaxe Reckless
79,1:08:40,Grog,Damage,26,,,26 (24 Slashing + 2 Necrotic) to Thordak,,
